업체구분,업체명,지번 주소,도로명 주소,위도,경도,연락처
식음료,카페독스,강원 철원군 동송읍 이평리 851-28,강원 철원군 동송읍 이평로 91,38.20853256,127.214094,033-455-1117
식음료,카페루아,강원 강릉시 주문진읍 향호리 113-1,강원 강릉시 주문진읍 아래강정길 8-47,37.90761981,128.8030868,
식음료,카페멜버른,강원 춘천시 효자동 704-23,강원 춘천시 남춘로45번길 28,37.86638945,127.7297045,
식음료,카페물치에,,강원 양양군 강현면 장산1길 48-1,38.14697066,128.5951047,033-673-1085
식음료,카페뮤지스,강원 영월군 영월읍 하송리 121-2,강원 영월군 영월읍 은행나무길 90,37.17838889,128.4626857,033-375-5497
식음료,카페정원,,강원 화천군 화천읍 가손이길 36,38.10004603,127.7262461,033-441-9500
식음료,카페캐빈,,강원 춘천시 남면 버들길 60-7,37.7473361,127.6301876,
숙박지,캠핑올라,강원 영월군 주천면 용석리 1281-1,강원 영월군 주천면 황산벌길 186,37.21926827,128.2778228,
식음료,커멍커멍,강원 춘천시 동산면 원창리 880-1,강원 춘천시 동산면 새술막길 691,37.78616622,127.7560867,033-262-0599
식음료,커피베이 영월점,강원 영월군 영월읍 영흥리 947-53,강원 영월군 영월읍 중앙로 32,37.18340187,128.4671989,033-374-6666
식음료,커피정원,강원 삼척시 정상동 243-2,강원 삼척시 오십천로 566,37.43371985,129.1777922,033-575-4343
숙박지,케렌시아펜션,강원 철원군 동송읍 장흥리 54-14,강원 철원군 동송읍 창동로 2282,38.18290052,127.2764054,033-456-0303
숙박지,코스테오션뷰애견펜션,강원 강릉시 사천면 해안로 725-2,,37.81954098,128.8895007,0507-1462-6000
식음료,쿠키멍스터,강원 춘천시 운교동 184-5,강원 춘천시 춘천로185번길 15,37.87774826,127.7340299,070-8800-3925
숙박지,큐브존캠핑&펜션,강원 영월군 한반도면 옹정리 440-19,강원 영월군 한반도면 한반도로 794-14,37.23187464,128.3471724,
식음료,크렘미엘,,강원 원주시 화실건너들길 22,37.34514711,127.9816778,0507-1342-9008
식음료,키크러스커피,강원 강릉시 견소동 1,강원 강릉시 창해로14번길 48-1,37.77079702,128.9495701,033-653-6004
식음료,탐앤탐스 영월점,강원 영월군 영월읍 삼옥리 1646-6,강원 영월군 영월읍 동강로 100,37.19160971,128.5019794,033-375-3920
숙박지,탑스텐 리조트 동강시스타,강원 영월군 영월읍 삼옥리 108,강원 영월군 영월읍 사지막길 160,37.21776152,128.5187442,"033-905-2000, 033-905-2070, 033-905-2071, 033-905-2072"
동물병원,태백동물병원,강원 태백시 황지동 240-8,강원 태백시 번영로 212,37.16237564,128.9851583,033-553-3622
식음료,테라스의아침,강원 홍천군 서면 팔봉리 83-3,강원 홍천군 서면 팔봉강변길 217,37.69713728,127.7103616,
관광지,통일전망대,강원 고성군 현내면 마차진리 188,강원 고성군 현내면 금강산로 481,38.51438609,128.416703,033-682-0088
체험,투개더파크,강원 춘천시 남산면 방하리 198-7,,37.7902318,127.5262516,031-580-8114
동물병원,튼튼동물병원,강원 철원군 갈말읍 문혜리 681-16,,38.17861259,127.3286521,033-452-9124
관광지,파로호 하트섬,강원 화천군 간동면 도송리 481,,38.064636,127.7952162,
식음료,파머스가든,강원 춘천시 신북읍 율문리 37-77,강원 춘천시 신북읍 신샘밭로 380,37.9252032,127.7530231,033-241-0505
숙박지,파인트리 캠핑장,강원 정선군 남면 낙동리 498-1,강원 정선군 남면 광락로 349-30,37.31613816,128.6937205,
숙박지,파인힐 애견펜션,강원 강릉시 연곡면 방내리 180-1,강원 강릉시 연곡면 동해대로 4371-27,37.86920213,128.831634,070-7764-7258
동물병원,패밀리동물병원,강원 원주시 반곡동 1875-4,강원 원주시 봄마중길 2-4,37.3255392,127.9812413,033-743-8119
식음료,패티김 강릉,"강원 강릉시 난설헌로 201, 1층",,37.79121422,128.9117993,0507-1333-0941
식음료,퍼피쿵,강원 춘천시 퇴계동 802-5,강원 춘천시 안마산로 34-17,37.8567333,127.7202741,
숙박지,페트리코펜션,강원 양양군 손양면 선사유적로 244,,38.05310851,128.6844071,
숙박지,펜션 숲속하얀뜰,강원 평창군 봉평면 면온리 697-17,강원 평창군 봉평면 석이바우길 92-28,37.57531188,128.3535066,
숙박지,펜션아이리스,강원 홍천군 서면 굴업리 280,강원 홍천군 서면 굴업솔골길 60-9,37.62156995,127.6751366,
숙박지,펜션오라,강원 삼척시 근덕면 삼척로 2095,,37.28338089,129.3135086,
숙박지,펜션지아니,강원 강릉시 강동면 정동진리 146-5,강원 강릉시 강동면 정동3길 32-11,37.6859321,129.0343021,
식음료,펫타운,강원 원주시 판부면 금대리 893-2,강원 원주시 판부면 치악로 1071,37.28836593,127.9947534,
관광지,펫힐링달빛동물원,강원 영월군 남면 연당리 662-2,,37.1745754,128.4017911,033-373-0995
체험,평창 송어축제,강원 평창군 진부면 하진부리 325,강원 평창군 진부면 경강로 3562,37.63321778,128.5570396,033-336-4000
숙박지,평창듀오애견수영장계곡펜션,강원 평창군 방림면 계촌리 2223-2,강원 평창군 방림면 감동지길 116-4,37.47929352,128.2737453,
관광지,평화의 댐,강원 화천군 화천읍 동촌리 2921,강원 화천군 화천읍 평화로 3481-18,38.21366506,127.8461595,033-480-1512
숙박지,평화의댐오토캠핑장,강원 화천군 화천읍 동촌리 2905-3,강원 화천군 화천읍 비수구미길 145-145,38.20652873,127.8501068,033-440-4533
식음료,풀내음,강원 평창군 봉평면 원길리 763-5,강원 평창군 봉평면 메밀꽃길 13,37.61485282,128.3712418,033-335-0034
식음료,풍어횟집,강원 고성군 죽왕면 오호리 29-6,강원 고성군 죽왕면 심층수길 40-12,38.32720068,128.5290913,033-632-8582
숙박지,프렌즈애견펜션,강원 강릉시 안현동 506-1,강릉시 하남길 117-4,37.81174613,128.880543,
식음료,프로방스 카페,강원 철원군 갈말읍 군탄리 1749-2,강원 철원군 갈말읍 순담길 299,38.18572275,127.3005054,
숙박지,프로방스 펜션,강원 정선군 남면 무릉리 739-14,강원 정선군 남면 자뭇골길 212,37.24513849,128.7606051,
식음료,피빙,강원 양양군 현남면 시변리 38-9,강원 양양군 현남면 인구중앙길 79,37.97152628,128.7594613,
식음료,피앤비코,,강원 강릉시 창해로14번길 22-1,37.77244957,128.9473991,033-651-2600
식음료,피자씨,강원 속초시 중앙로 300 (영랑동 131-153),,38.21573279,128.5946511,0507-1359-1064
동물병원,필동물병원,강원 동해시 천곡동 1077-5,강원 동해시 한섬로 61-1,37.52051987,129.1108721,033-534-7178
동물병원,하나동물병원,강원 춘천시 후평동 686-3,강원 춘천시 춘천로 287-1,37.88106006,127.7450038,033-243-7511
관광지,하늘길,강원 정선군 고한읍 고한리 424,강원 정선군 고한읍 고한7길 399,37.17423577,128.8425632,1588-7789
식음료,하루숯불생고기,강원 춘천시 석사동 34-6,강원 춘천시 세실로 100-32,37.86591971,127.7618478,033-261-6655
동물병원,하슬라동물병원,강원 강릉시 교동 1907-2,강원 강릉시 하슬라로 131,37.76179247,128.8733166,033-645-7585
체험,하슬라아트월드,강원 강릉시 강동면 정동진리 524-25,강원 강릉시 강동면 율곡로 1441,37.70545629,129.0078449,033-644-9411
숙박지,하얀멍이 애견펜션,강원 양양군 서면 장승리 174,강원 양양군 서면 들돌길 207,38.08286387,128.5722685,
숙박지,하얀여울캠프,강원 영월군 무릉도원면 법흥리 37-11,강원 영월군 무릉도원면 무릉법흥로 932,37.34028551,128.2805875,
숙박지,하이봉자,강원 원주시 소초면 흥양리 972-1,강원 원주시 소초면 황골로 269-23,37.3759722,127.9989801,
숙박지,하이원리조트,강원 정선군 고한읍 고한리 산1-239,강원 정선군 고한읍 하이원길 424,37.20721956,128.8368362,1588-7789
숙박지,하이하늘펜션,강원 정선군 고한읍 고한리 239,강원 정선군 고한읍 고토일길 275,37.22169061,128.8628171,
숙박지,하조대아름들펜션,강원 양양군 현북면 상광정리 671-4,강원 양양군 현북면 검소길 111,38.00799846,128.6917219,033-672-5955
관광지,하조대전망대,강원 양양군 현북면 하광정리 65-4,강원 양양군 현북면 하륜길 54,38.02181654,128.7283714,033-672-5647
관광지,하조대해수욕장,강원 양양군 현북면 하광정리 80-2,,38.02295226,128.7250689,033-672-5647
식음료,하쿠나마타타,강원 삼척시 근덕면 용화리 301-6,강원 삼척시 근덕면 삼척로 2246,37.28823325,129.29906,033-575-7319
관광지,하평해변,강원 강릉시 사천면 사천진리 266-1,강원 강릉시 사천면 진리해변길 155,37.84414459,128.8719605,033-660-3658
숙박지,학마을캠핑장,강원 철원군 동송읍 관우리 374-1,강원 철원군 동송읍 도피동길 72-1,38.23609437,127.2211165,
숙박지,학조리샘말펜션,강원 양구군 양구읍 학조리 612-1,강원 양구군 양구읍 학안로 97-21,38.06830865,127.9792426,
숙박지,한반도 솔숲쉼터,강원 영월군 한반도면 광전리 598-1,강원 영월군 한반도면 서강로 1159-93,37.25103487,128.3687393,033-375-7935
관광지,한반도섬 자연습지,강원 양구군 양구읍 고대리 647-1,강원 양구군 양구읍 한반도섬길 76,38.1306367,127.9828072,033-480-2251
관광지,한반도지형,강원 영월군 한반도면 옹정리 466-10,강원 영월군 한반도면 선암길 66-9,37.22256105,128.3468696,1577-0545
숙박지,한반도캠핑장,강원 영월군 한반도면 후탄리 555-2,강원 영월군 한반도면 후탄로 826,37.2152567,128.3562487,
숙박지,한화리조트 평창,강원 평창군 봉평면 태기로 228-33,,37.57876967,128.3319561,
식음료,해녀횟집,강원 양양군 현남면 남애리 6-51,강원 양양군 현남면 매바위길 163,37.94562035,128.7850447,033-671-7474
동물병원,해든동물병원,"강원 원주시 천매봉길 21, 1층 (단구동)",,37.32205023,127.9437881,033-762-9944
숙박지,해마루 펜션,강원 삼척시 근덕면 장호리 224,강원 삼척시 근덕면 장호1길27,37.28502643,129.3127314,1833-9306
숙박지,해피리버펜션,강원 춘천시 남산면 산수리 455-4,강원 춘천시 남산면 홍천강변길 410,37.6828358,127.6497104,
숙박지,해피몽펜션,강원 강릉시 성산면 보광리 881-2,강릉시 성산면 삼왕길 171-13,37.7563505,128.7942527,
관광지,해피플레이스애견비치,강원 양양군 현북면 잔교리 41-10,강원 양양군 현북면 동해대로 1242,38.00446935,128.7323468,
관광지,행구수변공원,강원 원주시 행구동 1029,강원 원주시 행구로 362,37.34238325,127.996726,033-742-2111
동물병원,행복드림동물병원,강원 원주시 단계동 1107-7,강원 원주시 천사로 23-17,37.34980571,127.9276904,033-744-7585
동물병원,행복한종합동물병원,강원 강릉시 옥천동 166,강원 강릉시 경강로 2142,37.75729132,128.9002933,033-648-7533
관광지,허브나라농원,강원 평창군 봉평면 흥정리 302-7,강원 평창군 봉평면 흥정계곡길 225,37.63580936,128.3426513,033-335-2902
숙박지,헤이도그 애견펜션,강원 횡성군 강림면 태종로 567,,37.33592996,128.0979774,
식음료,헤이요거,,강원 춘천시 우석로4번길 63,37.86223278,127.7487382,0507-1329-1633
숙박지,헤이춘천,강원 춘천시 효자동 712-12,강원 춘천시 남춘로 49,37.86535614,127.7321769,033-243-5566
식음료,헬로우씨카페,강원 고성군 죽왕면 문암진리 134-70,강원 고성군 죽왕면 괘진길 53-11,38.29628202,128.5474508,
동물병원,현대동물병원,강원 춘천시 후평동 677-21,강원 춘천시 춘천로 267,37.88002758,127.7429682,033-256-7582
식음료,현대아바이순대,강원 속초시 금호동 473-110,강원 속초시 중앙로129번길 35,38.20423773,128.5894,033-633-6879
동물병원,현대종합동물병원,"강원 원주시 지정면 신지정로 153-15, 1층",,37.3738171,127.879612,033-763-7509
동물병원,혜인종합동물병원,,강원 원주시 나비허리길 60 (단구동),37.32330546,127.9587541,033-766-1475
동물병원,호박동물병원,강원 속초시 청호동 1354-11,강원 속초시 설악금강대교로 20,38.19180999,128.59523,033-636-1114
숙박지,호텔인터불고 원주,강원 원주시 동부순환로 200 호텔인터불고 원주,,37.33244247,127.9744601,033-769-8114
숙박지,홀리데이인 스위트 알펜시아,강원 평창군 대관령면 솔봉로 325,,37.65925417,128.6840107,033-339-0000
식음료,홍시,강원 홍천군 서면 한서로 1774,,37.63570342,127.6486139,0507-1315-0339
식음료,홍천원조화로구이,강원 홍천군 서면 굴업리 361-7,강원 홍천군 서면 한서로 2167,37.61492505,127.6741523,033-432-8592
동물병원,홍현관동물병원,강원 태백시 황지동 80-7,강원 태백시 황지로 80,37.16590301,128.991833,033-552-9117
식음료,화이어드커피,강원 춘천시 동내면 순환대로 632 1층,,37.83984404,127.7621803,
숙박지,화이트샌드펜션,강원 양양군 현남면 시변리 33-15,강원 양양군 현남면 새나루길 31,37.97200617,128.7618611,
식음료,화이트크로우 탭하우스,,강원 강릉시 관솔길 12번길 14-3,37.73997682,128.8676215,033-645-7179
식음료,화이트클라우드,강원 원주시 판부면 서곡리 1375-1,강원 원주시 판부면 백운정윗길 27,37.28883077,127.9375892,033-765-0999
관광지,화진포의 성 김일성 별장,강원 고성군 거진읍 화포리 530-1,강원 고성군 거진읍 화진포길 280,38.47250515,128.4430602,033-680-3363
숙박지,화천써비스펜션,강원 화천군 하남면 거례리 265,강원 화천군 하남면 춘화로 2861-10,38.06216819,127.6982912,
식음료,화천써비스허브정원카페,강원 화천군 하남면 거례리 265,강원 화천군 하남면 춘화로 2861-10,38.06216819,127.6982912,033-442-4660
식음료,황가네숯불꾸이꾸이,강원 영월군 영월읍 영흥리 904-1,강원 영월군 영월읍 중앙로 84,37.18327211,128.4730454,033-372-9182
숙박지,황토민박펜션,강원 동해시 지흥동 321-6,강원 동해시 분토길 188-7,37.50874203,129.0957221,
식음료,횡성고향한우,강원 원주시 지정면 보통리 166,강원 원주시 지정면 질마재로 49,37.35020892,127.87782,033-747-8658
숙박지,횡성로그캐빈팬션,,강원 횡성군 둔내면 고원로 425번길 33,37.49818186,128.2428236,
관광지,횡성호수길5구간,강원 횡성군 갑천면 구방리 512,강원 횡성군 갑천면 태기로구방5길 40,37.54555631,128.0670139,033-345-9657
숙박지,휘닉스평창리조트,강원 평창군 봉평면 면온리 1095-1,강원 평창군 봉평면 태기로 174,37.58246341,128.3268678,1577-0069
체험,휘바핀란드,강원 홍천군 서면 두미리 631-6,강원 홍천군 서면 팔봉산로 368,37.66899802,127.6585074,033-433-0288
관광지,휴휴암,강원 양양군 현남면 광진리 1,강원 양양군 현남면 광진2길 3-16,37.96106629,128.7673675,"033-671-0093, 033-671-0094"
식음료,흰다정,강원 속초시 동명동 450-238,강원 속초시 수복로 248,38.20930874,128.5913445,070-8830-9322
숙박지,힐리언스 선마을,강원 홍천군 서면 중방대리 7,강원 홍천군 서면 종자산길 122,37.65154223,127.6303412,1588-9983
숙박지,힐링캠프 애견동반 펜션,강원 삼척시 근덕면 용화리 169,강원 삼척시 근덕면 용화안길 14,37.28871618,129.302706,0505-356-9606
숙박지,힐링하시개,강원 평창군 봉평면 무이리 1116-1,강원 평창군 봉평면 안흥동길 132-7,37.58625753,128.3082477,
